Institution ,  Course ,  Salary  (6  months  after) ,  Median  Tariff 
10007141,Business  and  Marketing,19000,122.71428571428571
10007141,Business  Management  and  Chinese,19000,116.5
10007141,Business  Management  and  Chinese,19000,116.5
10007141,Business  Studies,20000,115.75
10007141,Business  Studies,20000,115.75
10007141,Business  Studies  (Accounting  &  Finance),20000,115.75
10007141,Business  Studies  (Human  Resource  Management),20000,112
10007141,Business  Studies  (Marketing),20000,112
10007141,Chemistry,20000,113.875
10007141,Chemistry,20000,113.875
10007141,Chemistry,20000,108.85714285714286
10007141,Chemistry,20000,108.85714285714286
10007141,Children  Schools  &  Families,24000,155.25
10007141,Children  Schools  and  Families,24000,155.25
10007141,Children  Young  People  and  their  Services,22000,80
10007141,Civil  Engineering,24000,108.0
10007141,Civil  Engineering,24000,108.0
10007141,Civil  Engineering,24000,108.0
10007141,Civil  Engineering,24000,108.0
10007141,Community  &  Social  Care:  Policy  and  Practice,17000,162.72727272727272
10007141,Community  and  Social  Care  (Integrated),24000,153.54545454545453
10007141,Community  and  Social  Care  (Integrated),24000,153.54545454545453
10007141,Community  and  Social  Care:  Policy  and  Practice,17000,162.72727272727272
10007141,Community  Leadership,22000,92.85714285714286
10007141,Computer  Aided  Engineering,25000,164.28571428571428
10007141,Computer  Aided  Engineering,25000,164.28571428571428
10007141,Computer  Aided  Engineering,25000,164.28571428571428
10007141,Computer  Aided  Engineering,25000,164.28571428571428
10007141,Computer  Games  Development,21000,121.0
10007141,Computer  Games  Development,21000,124.0
10007141,Computer  Games  Development,21000,124.0
10007141,Computer  Networks  and  Security,21000,144
10007141,Computer  Networks  and  Security,21000,144
10007141,Computer  Networks  and  Security,21000,122.38461538461539
10007141,Computer  Networks  and  Security,21000,122.38461538461539
10007141,Computer  Science,21000,122.38461538461539
10007141,Computer  Science,21000,122.38461538461539
10007141,Computing,21000,163.46153846153845
10007141,Computing,21000,163.46153846153845
10007141,Construction  Project  Management,30000,0
10007141,Construction  Project  Management,30000,0
10007141,Construction  Project  Management,24000,108.0
10007141,Construction  Project  Management,24000,108.0
10007141,Counselling  &  Psychotherapy,22000,128
10007141,Counselling  and  Psychotherapy  Studies,22000,128
10007141,Criminology  and  Criminal  Justice,22000,92.85714285714286
10007141,Criminology  and  Criminal  Justice,17000,147.75
10007141,Criminology  and  Sociology,17000,138.0
10007141,Dance  Performance  and  Teaching,16000,135.5
10007141,Dental  Hygiene  and  Dental  Therapy,30000,0
10007141,Dentistry,31000,0
10007141,Economics,22000,108.5
10007141,Economics,22000,105.0
10007141,Economics,22000,108.5
10007141,Education  &  History,16000,131.75
10007141,Education  &  Psychology,17000,116.56521739130434
10007141,Education  &  Sociology,16000,133.0
10007141,Education  and  Deaf  Studies,17000,144
10007141,Education  and  Deaf  Studies,17000,144
10007141,Education  and  History,16000,131.75
10007141,Education  and  Psychology,17000,116.56521739130434
10007141,Education  and  Sociology,16000,133.0
10007141,Education  Studies,16000,133.0
10007141,Electronic  Engineering,25000,134.0
10007141,Electronic  Engineering,25000,133.0
10007141,Electronic  Engineering,25000,133.0
10007141,Electronic  Engineering,25000,134.0
10007141,Energy  Engineering,25000,154.0
10007141,Energy  Engineering,25000,154.0
10007141,Energy  Engineering,25000,154.0
10007141,Energy  Engineering,25000,154.0
10007141,English  Language  &  Creative  Writing,17000,93.23529411764706
10007141,English  Language  &  Literature,17000,118.0
10007141,English  Language  and  Creative  Writing,17000,93.23529411764706
10007141,English  Language  and  Linguistics,17000,93.23529411764706
10007141,English  Language  and  Linguistics,17000,93.23529411764706
10007141,English  Language  and  Linguistics  and  Arabic,17000,93.23529411764706
10007141,English  Language  and  Linguistics  and  Chinese,17000,93.23529411764706
10007141,English  Language  and  Linguistics  and  French,17000,93.23529411764706
10007141,English  Language  and  Linguistics  and  German,17000,93.23529411764706
10007141,English  Language  and  Linguistics  and  Japanese,17000,93.23529411764706
10007141,English  Language  and  Linguistics  and  Korean,17000,93.23529411764706
10007141,English  Language  and  Linguistics  and  Spanish,17000,93.23529411764706
10007141,English  Language  and  Literature,17000,118.0
10007141,English  Literature,17000,93.23529411764706
10007141,English  Literature,17000,93.23529411764706
10007141,English  Literature  and  Arabic,17000,93.23529411764706
10007141,English  Literature  and  Chinese,17000,93.23529411764706
10007141,English  Literature  and  Creative  Writing,17000,93.23529411764706
10007141,English  Literature  and  Creative  Writing,17000,93.23529411764706
10007141,English  Literature  and  French,17000,93.23529411764706
10007141,English  Literature  and  German,17000,93.23529411764706
10007141,English  Literature  and  Japanese,17000,93.23529411764706
10007141,English  Literature  and  Korean,17000,93.23529411764706
10007141,English  Literature  and  Spanish,17000,93.23529411764706
10007141,English  with  a  Modern  Language,17000,93.23529411764706
10007141,Environmental  Management,18000,118.0
10007141,Environmental  Management,18000,118.0
10007141,Event  Management,18000,146.5
10007141,Event  Management,18000,146.5
10007141,Facilities  Management,24000,108.0
10007141,Facilities  Management,30000,0
10007141,Facilities  Management,30000,0
10007141,Facilities  Management,24000,108.0
10007141,Fashion  Design,17000,149.0
10007141,Fashion  Design,17000,149.0
10007141,Fashion  Promotion,17000,108.0
10007141,Fashion  Promotion,17000,108.0
10007141,Film  and  Media  Studies,17000,121.0
10007141,Film  Production,16000,124.0
10007141,Film  Production,16000,124.0
10007141,Fine  Art,16000,121.375
10007141,Fine  Art,16000,121.375
10007141,Fire  &  Leadership  Studies,35000,0
10007141,Fire  &  Leadership  Studies,25000,144
10007141,Fire  and  Leadership  Studies,25000,144
10007141,Fire  and  Leadership  Studies,35000,0
10007141,Fire  Engineering,25000,164.28571428571428
10007141,Fire  Engineering,35000,0
10007141,Fire  Engineering,25000,164.28571428571428
10007141,Fire  Engineering,25000,164.28571428571428
10007141,Fire  Engineering,35000,0
10007141,Fire  Engineering,25000,164.28571428571428
10007141,Forensic  Computing  and  Security,21000,151.5
10007141,Forensic  Computing  and  Security,21000,151.5
10007141,Forensic  Computing  and  Security,21000,122.38461538461539
10007141,Forensic  Computing  and  Security,21000,122.38461538461539
10007141,Forensic  Psychology,17000,124.5
10007141,Forensic  Science,18000,124.85714285714286
10007141,Forensic  Science,18000,124.85714285714286
10007141,Forensic  Science  &  Anthropology,18000,112
10007141,Forensic  Science  &  Chemical  Analysis,18000,124.3529411764706
10007141,Forensic  Science  &  Criminal  Investigation,18000,144
10007141,Forensic  Science  &  Criminal  Investigation,18000,144
10007141,Forensic  Science  &  Molecular  Biology,18000,124.3529411764706
10007141,Forensic  Science  and  Anthropology,18000,112
10007141,Forensic  Science  and  Chemical  Analysis,18000,124.3529411764706
10007141,Forensic  Science  and  Molecular  Biology,18000,124.3529411764706
10007141,Games  Design,21000,128
10007141,Games  Design,21000,128
10007141,Geography,18000,103.5
10007141,Geography,18000,80
10007141,Geography,18000,80
10007141,Geography,18000,103.5
10007141,German  for  International  Business,17000,108.5
10007141,Graphic  Design,17000,138.0
10007141,Graphic  Design,17000,138.0
10007141,Health  and  Social  Care,22000,92.5
10007141,Health  Psychology,17000,116.56521739130434
10007141,History,18000,116.28571428571428
10007141,History,18000,116.28571428571428
10007141,History  &  Politics,18000,114.5
10007141,History  and  Politics,18000,114.5
10007141,Human  Resource  Management,20000,116.5
10007141,Human  Resource  Management,20000,116.5
10007141,Illustration,17000,151.5
10007141,Illustration,17000,151.5
10007141,Interior  Design,17000,124.0
10007141,Interior  Design,17000,124.0
10007141,International  Business,19000,116.5
10007141,International  Business,19000,116.5
10007141,International  Business  &  Management,19000,116.5
10007141,International  Business  and  Management,19000,116.5
10007141,International  Hospitality  Management,18000,96
10007141,International  Hospitality  Management,18000,96
10007141,International  Journalism,18000,116.77272727272728
10007141,International  Journalism,18000,116.77272727272728
10007141,International  Tourism  Management,18000,144
10007141,International  Tourism  Management,18000,144
10007141,Japanese  for  International  Business,17000,114.0
10007141,Journalism,18000,118.42857142857143
10007141,Journalism,18000,118.42857142857143
10007141,Law,17000,119.5
10007141,Law,17000,123.25
10007141,Law,17000,123.25
10007141,Law,17000,119.5
10007141,Law  with  Arabic,17000,116.28571428571428
10007141,Law  with  Business,17000,121.0
10007141,Law  with  Chinese,17000,116.28571428571428
10007141,Law  with  Criminology,17000,123.25
10007141,Law  with  French,17000,116.28571428571428
10007141,Law  with  German,17000,116.28571428571428
10007141,Law  with  Japanese,17000,116.28571428571428
10007141,Law  with  Psychology,17000,119.5
10007141,Law  with  Spanish,17000,116.28571428571428
10007141,Liberal  Arts,18000,106.0
10007141,Marketing  Management,18000,119.5
10007141,Marketing  Management,18000,119.5
10007141,Marketing  Management  (Digital  Media),18000,119.5
10007141,Mathematics,21000,149.0
10007141,Mathematics,21000,149.0
10007141,Mathematics,21000,149.0
10007141,Mechanical  Engineering,25000,117.0
10007141,Mechanical  Engineering,25000,131.75
10007141,Mechanical  Engineering,25000,131.75
10007141,Mechanical  Engineering,25000,117.0
10007141,Media  Production,16000,119.5
10007141,Media  Production,16000,119.5
10007141,Medical  Sciences,30000,0
10007141,Midwifery,22000,154.0
10007141,Midwifery  for  Registered  Nurses  (Adult),22000,154.0
10007141,Modern  Languages,17000,106.0
10007141,Modern  Languages  (Arabic  and  French),17000,106.0
10007141,Modern  Languages  (Arabic  and  German),17000,106.0
10007141,Modern  Languages  (Arabic  and  Spanish),17000,106.0
10007141,Modern  Languages  (Chinese  and  German),17000,106.0
10007141,Modern  Languages  (Chinese  and  Spanish),17000,106.0
10007141,Modern  Languages  (French  and  Chinese),17000,106.0
10007141,Modern  Languages  (French  and  German),17000,106.0
10007141,Modern  Languages  (French  and  Japanese),17000,106.0
10007141,Modern  Languages  (French  and  Korean),17000,106.0
10007141,Modern  Languages  (French  and  Russian),17000,108.5
10007141,Modern  Languages  (French  and  Spanish),17000,106.0
10007141,Modern  Languages  (German  and  Korean),17000,106.0
10007141,Modern  Languages  (German  and  Russian),17000,108.5
10007141,Modern  Languages  (Japanese  and  Arabic),17000,106.0
10007141,Modern  Languages  (Japanese  and  Chinese),17000,106.0
10007141,Modern  Languages  (Japanese  and  German),17000,106.0
10007141,Modern  Languages  (Japanese  and  Korean),17000,106.0
10007141,Modern  Languages  (Japanese  and  Spanish),17000,106.0
10007141,Modern  Languages  (Spanish  and  German),17000,106.0
10007141,Modern  Languages  (Spanish  and  Korean),17000,106.0
10007141,Modern  Languages  (Spanish  and  Russian),17000,106.0
10007141,Motorsports  Engineering,25000,128
10007141,Motorsports  Engineering,25000,128
10007141,Motorsports  Engineering,25000,112
10007141,Motorsports  Engineering,25000,112
10007141,Music,16000,112
10007141,Music,16000,107.25
10007141,Music  Production,16000,115.75
10007141,Music  Production,16000,107.25
10007141,Music  Theatre,16000,138.0
10007141,Neuropsychology,17000,106.71428571428571
