Institution ,  Course ,  Salary  (6  months  after) ,  Median  Tariff 
10001143,Early  Childhood  Studies,19000,0
10001143,Early  Childhood  Studies,19000,0
10001143,Early  Childhood  Studies,18000,120.47826086956522
10001143,Early  Childhood  Studies  (Online),18000,122.96153846153847
10001143,Early  Childhood  Studies  (Online),19000,0
10001143,Early  Childhood  Studies/Education  Studies,18000,106.0
10001143,Early  Childhood  Studies/Education  Studies,19000,0
10001143,Early  Childhood  Studies/English  Literature,19000,0
10001143,Early  Childhood  Studies/Film  Radio  &  Television  Studies,27000,0
10001143,Early  Childhood  Studies/French,19000,0
10001143,Early  Childhood  Studies/Geography,19000,0
10001143,Early  Childhood  Studies/History,19000,0
10001143,Early  Childhood  Studies/Psychology,19000,0
10001143,Early  Childhood  Studies/Special  Educational  Needs  and  Inclusion  Studies,18000,135.5
10001143,Early  Childhood  Studies/Sport  &  Exercise  Psychology,19000,0
10001143,Early  Childhood  Studies/Sport  &  Exercise  Science,27000,0
10001143,Ecology,20000,74.0
10001143,Ecology,20000,74.0
10001143,Education  Studies,18000,120.47826086956522
10001143,Education  Studies,18000,122.0
10001143,English  Language  &  Communication/English  Literature,18000,92.0
10001143,English  Language  &  Communication/Health  Studies,27000,0
10001143,English  Language  &  Communication/International  Relations,27000,0
10001143,English  Language  &  Communication/Politics,27000,0
10001143,English  Language  &  Communication/Sociology,27000,0
10001143,English  Language  and  Communication,18000,103.5
10001143,English  Language  and  Communication,18000,92.0
10001143,English  Literature,18000,92.0
10001143,English  Literature,18000,80
10001143,English  Literature/Health  Studies,27000,0
10001143,English  Literature/International  Relations,27000,0
10001143,English  Literature/Politics,27000,0
10001143,English  Literature/Sociology,27000,0
10001143,Environmental  Science,20000,101.0
10001143,Environmental  Science,20000,101.0
10001143,European  Politics,21000,88.57142857142857
10001143,European  Politics,27000,0
10001143,European  Politics/French,27000,0
10001143,European  Politics/History,27000,0
10001143,European  Politics/Media  and  Communications,27000,0
10001143,European  Politics/Religion  Philosophy  and  Ethics,27000,0
10001143,European  Politics/Tourism  Studies,27000,0
10001143,Events  Management,19000,90.0
10001143,Film  Production,18000,107.25
10001143,Film  Radio  and  Television  Studies,17000,96
10001143,Film  Radio  And  Television  Studies,17000,96
10001143,Film  Radio  And  Television  Studies  (Animation),17000,96
10001143,Film  Radio  And  Television  Studies  (Broadcasting),17000,96
10001143,Film  Radio  And  Television  Studies  (Film),17000,96
10001143,Film  Radio  And  Television  Studies  (Radio),17000,96
10001143,Film  Radio  And  Television  Studies  (Television),17000,96
10001143,Finance,22000,99.0
10001143,Finance,22000,99.0
10001143,Forensic  Investigation,19000,139.25
10001143,Forensic  Investigation,19000,133.0
10001143,French/International  Relations,27000,0
10001143,French/Politics,27000,0
10001143,French/Sociology,27000,0
10001143,Games  Design,25000,108.0
10001143,Geography,20000,100.28571428571428
10001143,Geography,20000,101.625
10001143,Geography/Health  Studies,27000,0
10001143,Geography/International  Relations,27000,0
10001143,Geography/Politics,27000,0
10001143,Geography/Sociology,27000,0
10001143,Health  Promotion,27000,122.0
10001143,Health  Promotion,27000,0
10001143,Health  Studies,27000,106.0
10001143,Health  Studies,27000,0
10001143,Health  Studies/History,27000,0
10001143,Health  Studies/Marketing,27000,0
10001143,Health  Studies/Media  and  Communications,27000,0
10001143,Health  Studies/Music,27000,0
10001143,Health  Studies/Psychology,27000,0
10001143,Health  Studies/Religion  Philosophy  and  Ethics,27000,0
10001143,Health  Studies/Theology,27000,0
10001143,Health  Studies/Tourism  Studies,27000,0
10001143,History,20000,93.5
10001143,History,20000,91.12903225806451
10001143,History/International  Relations,27000,0
10001143,History/Politics,27000,0
10001143,History/Sociology,27000,0
10001143,Hospitality  Management,19000,105.0
10001143,Human  Biology,20000,74.0
10001143,Human  Biology,20000,74.0
10001143,Human  Development  (Mind  Body  and  Spirit),19000,106.5
10001143,Human  Development  (Mind  Body  and  Spirit),19000,106.5
10001143,Human  Resource  Management,23000,103.5
10001143,Human  Resource  Management,23000,103.5
10001143,Information  Technology,25000,108.0
10001143,International  Relations,21000,92.85714285714286
10001143,International  Relations,27000,0
10001143,International  Relations,21000,88.57142857142857
10001143,International  Relations,27000,0
10001143,International  Relations/Marketing,27000,0
10001143,International  Relations/Media  and  Communications,27000,0
10001143,International  Relations/Music,27000,0
10001143,International  Relations/Tourism  Studies,27000,0
10001143,Journalism:  Multimedia  Journalism,18000,122.0
10001143,Law,19000,96
10001143,Law,30000,0
10001143,Law  With  Business,30000,0
10001143,Law  With  Finance,30000,0
10001143,Law  With  Forensic  Investigation,30000,0
10001143,Law  With  History,30000,0
10001143,Law  with  Policing,30000,0
10001143,Law  with  Policing,19000,114.36842105263158
10001143,Logistics  Management,23000,122.0
10001143,Logistics  Management,23000,122.0
10001143,Management,23000,122.0
10001143,Management,23000,122.0
10001143,Management  (Sustainable  &  Ethical  Business),23000,122.0
10001143,Management  (Sustainable  &  Ethical  Business),23000,122.0
10001143,Marketing,21000,99.75
10001143,Marketing,21000,99.75
10001143,Marketing/Sociology,27000,0
10001143,Mathematics  With  Secondary  Education  (QTS),23000,112
10001143,Media  &  Communications/Politics,27000,0
10001143,Media  and  Communications,18000,107.25
10001143,Media  and  Communications,18000,96
10001143,Media  and  Communications/Sociology,27000,0
10001143,Medieval  and  Early  Modern  Studies,20000,91.12903225806451
10001143,Midwifery,22000,128
10001143,Multimedia  Journalism,18000,122.0
10001143,Music  and  Media  Production,18000,107.25
10001143,Music/Sociology,27000,0
10001143,Nursing  (Adult),22000,124.85714285714286
10001143,Nursing  (Child),22000,147.75
10001143,Nursing  (Mental  Health),22000,117.0
10001143,Occupational  Therapy,22000,134.0
10001143,Operating  Department  Practice,22000,132.41176470588235
10001143,Paramedic  Science,22000,137.0
10001143,Photography,17000,119.5
10001143,Physical  Education  and  Sport  and  Exercise  Science,24000,0
10001143,Physical  Education  And  Sport  And  Exercise  Science,19000,131.75
10001143,Plant  Science,20000,81.36363636363636
10001143,Plant  Science,20000,81.36363636363636
10001143,Policing,19000,135.5
10001143,Policing,30000,0
10001143,Policing  (Crime  Science),19000,114.36842105263158
10001143,Policing  (Crime  Science),30000,0
10001143,Policing  (Criminal  Investigation),30000,0
10001143,Policing  (Criminal  Investigation),19000,104.57142857142857
10001143,Policing  (Criminal  Psychology),19000,114.36842105263158
10001143,Policing  (Criminal  Psychology),30000,0
10001143,Policing  (Critical  Incidents),19000,114.36842105263158
10001143,Policing  (Critical  Incidents),30000,0
10001143,Policing  (Cybersecurity),19000,114.36842105263158
10001143,Policing  (Cybersecurity),30000,0
10001143,Policing  (Global  Perspectives),30000,0
10001143,Policing  (Global  Perspectives),19000,114.36842105263158
10001143,Policing  (Youth  Justice),30000,0
10001143,Policing  (Youth  Justice),19000,114.36842105263158
10001143,Politics,21000,91.25
10001143,Politics,27000,0
10001143,Politics,21000,88.57142857142857
10001143,Politics,27000,0
10001143,Politics/Psychology,27000,0
10001143,Politics/Religion  Philosophy  and  Ethics,27000,0
10001143,Politics/Tourism  Studies,27000,0
10001143,Primary  Education,23000,112
10001143,Primary  Education  (7-11  Pathway),24000,0
10001143,Primary  Education  (Mathematics  Specialism  5-11),23000,123.25
10001143,Primary  Education  Lower  Primary  (3-7)  QTS,23000,138.0
10001143,Primary  Education  Upper  Primary  (5-11)  QTS,23000,112
10001143,Psychology,18000,109.69565217391305
10001143,Psychology,18000,107.4
10001143,Psychology  (Sport  and  Exercise),18000,96
10001143,Psychology/Sociology,27000,0
10001143,Public  Health,27000,0
10001143,Public  Health,27000,122.0
10001143,Public  Relations  Media  and  Marketing,19000,96
10001143,Public  Relations  Media  and  Marketing,19000,96
10001143,Religion  Philosophy  and  Ethics,20000,80
10001143,Religion  Philosophy  And  Ethics,20000,89.375
10001143,Religion  Philosophy  and  Ethics/Sociology,27000,0
10001143,Religion  Philosophy  and  Ethics/Theology,20000,80
10001143,Social  Work,27000,128
10001143,Sociology,19000,107.25
10001143,Sociology,27000,0
10001143,Sociology,19000,106.5
10001143,Sociology,27000,0
10001143,Sociology  and  Social  Policy,27000,0
10001143,Sociology  and  Social  Policy,27000,0
10001143,Sociology/Theology,27000,0
10001143,Sociology/Tourism  Studies,27000,0
10001143,Special  Educational  Needs  and  Inclusion  Studies,24000,0
10001143,Special  Educational  Needs  and  Inclusion  Studies,24000,0
10001143,Sport  &  Exercise  Psychology,18000,109.69565217391305
10001143,Sport  &  Exercise  Science,19000,117.0
10001143,Sport  &  Exercise  Science,19000,113.15384615384616
10001143,Sport  Coaching  Science,19000,117.0
10001143,Sport  Coaching  Science,19000,149.0
10001143,Television  Production,18000,107.25
10001143,Theology,20000,80
10001143,Theology,20000,80
10001143,Tourism  Management,19000,124.5
10001143,Web  Design,17000,108.14285714285714
10001143,Web  Technology,25000,108.0
10007854,Accounting,20000,92.85714285714286
10007854,Accounting  &  Finance,20000,106.0
10007854,Animation,16000,120.18181818181819
10007854,Architectural  Design  &  Technology,19000,112
10007854,Artist  Designer:  Maker,17000,117.0
10007854,Banking  and  Finance,20000,87.0
10007854,Biomedical  Science,18000,112
10007854,Biomedical  Sciences  (Health  Exercise  &  Nutrition),22000,114.14285714285714
10007854,Business  &  Management  Studies,20000,119.5
10007854,Business  &  Management  Studies  with  Finance,20000,87.0
10007854,Business  &  Management  Studies  with  Human  Resource  Management,19000,108.85714285714286
10007854,Business  &  Management  Studies  with  Information  Systems  Management,20000,102.0
10007854,Business  &  Management  Studies  with  International  Business  Management,20000,102.0
10007854,Business  &  Management  Studies  with  Law,20000,96
10007854,Business  &  Management  Studies  with  Marketing,20000,96
10007854,Business  Economics,19000,92.0
10007854,Business  Information  Systems,21000,112
10007854,Ceramics,25000,96
10007854,Complementary  Healthcare  (with  Practitioner  Status),22000,112
10007854,Computer  Games  Design  and  Development,21000,90.71428571428571
10007854,Computer  Science,21000,103.5
10007854,Creative  Writing  and  Media,17000,108.5
10007854,Dance  and  Physical  Education,16000,123.25
10007854,Dental  Technology,22000,122.71428571428571
10007854,Digital  Marketing  Management,20000,96
10007854,Drama  and  Creative  Writing,17000,96
10007854,Drama  and  Media,17000,96
10007854,Early  Childhood  Studies  (with  Early  Years  Practitioner  Status)  (Bilingual),15000,119.5
10007854,Early  Childhood  Studies  with  Early  Years  Practitioner  Status  (EYPS),15000,119.5
10007854,Economics,19000,89.375
10007854,Education  Studies  &  Drama,15000,119.5
10007854,Education  Studies  &  Early  Childhood  Studies,15000,117.29411764705883
10007854,Education  Studies  &  English,15000,112
10007854,Education  Studies  &  Sport  &  Physical  Activity,15000,131.75
10007854,Education  Psychology  and  Special  Educational  Needs,15000,119.5
10007854,English  &  Creative  Writing,17000,108.5
10007854,English  &  Drama,17000,96
10007854,English  &  Media,17000,89.375
10007854,English  Language  Teaching  and  Education  Studies,15000,112
10007854,English  Language  Teaching  and  English,17000,108.5
10007854,Environmental  Health,22000,128
10007854,Events  Management,18000,119.5
10007854,Fashion  Design,17000,120.86363636363636
10007854,Fashion  Marketing  Management,20000,96
10007854,Fine  Art,17000,119.05882352941177
10007854,Food  Industry  Management,20000,112
10007854,Food  Science  &  Technology,20000,134.0
10007854,Graphic  Communication,17000,115.75
10007854,Health  &  Social  Care,25000,122.0
10007854,Healthcare  Science,25000,102.0
10007854,Housing  Studies,20000,119.5
10007854,Human  Nutrition  and  Dietetics,22000,112
10007854,Illustration,17000,123.25
10007854,Interior  Design,16000,120.18181818181819
10007854,International  Business  Management,20000,117.0
10007854,International  Economics  &  Finance,19000,92.27272727272727
10007854,International  Hospitality  &  Events  Management,18000,96
10007854,International  Hospitality  &  Tourism  Management,18000,119.05882352941177
10007854,International  Hospitality  Management,18000,119.05882352941177
10007854,International  Tourism  &  Events  Management,18000,117.0
10007854,International  Tourism  Management,18000,117.0
10007854,Marketing  Management,20000,122.0
10007854,Nutrition,22000,103.5
10007854,Podiatry,22000,131.75
10007854,Primary  Education  Studies,15000,119.5
10007854,Primary  Education  Studies  (Bilingual),15000,119.5
10007854,Primary  Education  Studies  and  English  Language  Teaching  (ELT),17000,99.0
10007854,Product  Design,17000,112
10007854,Product  Design,25000,133.0
10007854,Psychology,17000,112
10007854,Public  Health,22000,135.5
10007854,Social  Work,25000,117.0
10007854,Software  Engineering,21000,116.28571428571428
10007854,Speech  &  Language  Therapy,22000,164.28571428571428
10007854,Sport  &  Exercise  Science,17000,138.83333333333334
10007854,Sport  &  Physical  Education,17000,152.57142857142858
10007854,Sport  and  Physical  Education  Studies  (bilingual),17000,152.57142857142858
10007854,Sport  Coaching,17000,142.0625
10007854,Sport  Conditioning  Rehabilitation  &  Massage,17000,161.92307692307693
10007854,Sport  Development,17000,128
10007854,Sport  Management,18000,138.0
10007854,Sport  Performance  Analysis,17000,149.0
10007854,Sport  Studies,17000,149.0
10007854,Youth  &  Community  Work  (Youth  Work),15000,101.0
10007814,(International)  Architectural  Engineering,26000,164.6153846153846
10007814,(International)  Architectural  Engineering,26000,164.6153846153846
10007814,(International)  Civil  and  Environmental  Engineering,26000,164.6153846153846
10007814,(International)  Civil  and  Environmental  Engineering,26000,164.6153846153846
10007814,(International)  Civil  Engineering,26000,164.6153846153846
10007814,(International)  Civil  Engineering,26000,164.6153846153846
10007814,(International)  Electrical  &  Electronic  Engineering,25000,149.0
10007814,(International)  Electrical  &  Electronic  Engineering,25000,149.0
10007814,(International)  Integrated  Engineering,26000,166.0
10007814,(International)  Integrated  Engineering,26000,166.0
10007814,(International)  Mechanical  Engineering,25000,165.45454545454547
10007814,(International)  Mechanical  Engineering,25000,165.45454545454547
10007814,(International)  Medical  Engineering,25000,149.0
10007814,(International)  Medical  Engineering,25000,149.0
10007814,Accounting,20000,128
10007814,Accounting,20000,156.85714285714286
10007814,Accounting  and  Finance,20000,144
10007814,Ancient  and  Medieval  History,17000,151.5
10007814,Ancient  and  Medieval  History,17000,149.625
10007814,Ancient  History,17000,135.82608695652175
10007814,Ancient  History,17000,149.625
10007814,Ancient  History  and  History,17000,154.0
10007814,Ancient  History  and  History  with  a  Year  of  Study  Abroad,17000,149.625
10007814,Applied  Software  Engineering,22000,160
10007814,Archaeology,18000,114.5
10007814,Archaeology,18000,115.75
10007814,Archaeology,18000,124.0
10007814,Archaeology,18000,124.0
10007814,Architectural  Engineering,26000,164.6153846153846
10007814,Architectural  Engineering,26000,164.6153846153846
10007814,Architectural  Engineering,26000,164.6153846153846
10007814,Architectural  Engineering,26000,164.6153846153846
10007814,Architectural  Engineering  with  Year  in  Europe  (France),26000,164.6153846153846
10007814,Architectural  Engineering  with  Year  in  Europe  (Germany),26000,164.6153846153846
10007814,Architectural  Engineering  with  Year  in  Europe  (Spain),26000,164.6153846153846
10007814,Architecture,22000,174.34782608695653
10007814,Astrophysics,23000,140.85714285714286
10007814,Astrophysics,23000,151.5
10007814,Banking  and  Finance,22000,147.0
10007814,Banking  and  Finance,22000,147.0
10007814,Banking  and  Finance  with  a  European  Language  (French),20000,152.65384615384616
10007814,Banking  and  Finance  with  a  European  Language  (German),20000,152.65384615384616
10007814,Banking  and  Finance  with  a  European  Language  (Spanish),20000,152.65384615384616
10007814,Biochemistry,19000,154.0
10007814,Biochemistry,19000,154.0
10007814,Biochemistry,19000,154.0
10007814,Biochemistry,19000,154.0
10007814,Biochemistry,19000,154.0
10007814,Biochemistry,19000,149.0
10007814,Biological  Sciences,19000,163.6
10007814,Biological  Sciences,19000,163.6
10007814,Biological  Sciences,19000,163.6
10007814,Biological  Sciences,19000,163.6
10007814,Biological  Sciences,19000,163.6
10007814,Biological  Sciences,19000,163.6
10007814,Biomedical  Science,19000,163.6
10007814,Biomedical  Science,19000,163.6
10007814,Biomedical  Science,19000,163.6
10007814,Biomedical  Science,19000,163.6
10007814,Biomedical  Sciences,19000,163.6
10007814,Biomedical  Sciences,19000,163.6
10007814,Business  Economics,23000,149.0
10007814,Business  Economics  with  a  European  Language  (French),20000,152.65384615384616
10007814,Business  Economics  with  a  European  Language  (German),20000,152.65384615384616
10007814,Business  Economics  with  a  European  Language  (Spanish),20000,152.65384615384616
10007814,Business  Management,20000,152.65384615384616
10007814,Business  Management,20000,155.875
10007814,Business  Management  (Human  Resource  Management),20000,152.65384615384616
10007814,Business  Management  (International  Management),20000,128
10007814,Business  Management  (International  Management),20000,152.65384615384616
10007814,Business  Management  (International  Management)  (Semester  Abroad)  with  Professional  Placement  Year,20000,152.65384615384616
10007814,Business  Management  (Logistics  and  Operations),20000,152.65384615384616
10007814,Business  Management  (Logistics  and  Operations),20000,152.65384615384616
10007814,Business  Management  (Marketing),20000,151.5
10007814,Business  Management  (Marketing),20000,152.65384615384616
10007814,Business  Management  with  a  European  Language  (French),20000,152.65384615384616
10007814,Business  Management  with  a  European  Language  (German),20000,152.65384615384616
10007814,Business  Management  with  a  European  Language  (Spanish),20000,152.65384615384616
10007814,Business  Management(Human  Resource  Management),20000,146.5
10007814,Chemistry,20000,147.0
10007814,Chemistry,20000,136.88888888888889
10007814,Chemistry,20000,136.57142857142858
10007814,Chemistry,20000,133.0
10007814,Chemistry,20000,138.0
10007814,Chemistry,20000,154.0
10007814,Civil  &  Environmental  Engineering,26000,164.6153846153846
10007814,Civil  and  Environmental  Engineering,26000,164.6153846153846
10007814,Civil  and  Environmental  Engineering,26000,164.6153846153846
10007814,Civil  and  Environmental  Engineering,26000,164.6153846153846
10007814,Civil  and  Environmental  Engineering  (Germany),26000,164.6153846153846
10007814,Civil  and  Environmental  Engineering  with  Year  in  Europe  (France),26000,164.6153846153846
10007814,Civil  and  Environmental  Engineering  with  Year  in  Europe  (Spain),26000,164.6153846153846
10007814,Civil  Engineering,26000,128
10007814,Civil  Engineering,26000,171.25
10007814,Civil  Engineering,26000,160
10007814,Civil  Engineering,26000,156.5
10007814,Civil  Engineering  with  Year  in  Europe  (France),26000,164.6153846153846
10007814,Civil  Engineering  with  Year  in  Europe  (Germany),26000,164.6153846153846
10007814,Civil  Engineering  with  Year  in  Europe  (Spain),26000,164.6153846153846
10007814,Computer  Science,22000,155.25
10007814,Computer  Science,22000,151.5
10007814,Computer  Science  with  a  Year  of  Study  Abroad,22000,161.40625
10007814,Computer  Science  with  High  Performance  Computing,22000,161.40625
10007814,Computer  Science  with  High  Performance  Computing,22000,161.40625
10007814,Computer  Science  with  High  Performance  Computing  with  a  Year  of  Study  Abroad,22000,161.40625
10007814,Computer  Science  with  Security  and  Forensics,22000,161.40625
10007814,Computer  Science  with  Security  and  Forensics,22000,144
10007814,Computer  Science  with  Security  and  Forensics  with  a  Year  of  Study  Abroad,22000,161.40625
10007814,Computer  Science  with  Visual  Computing,22000,161.40625
10007814,Computer  Science  with  Visual  Computing,22000,161.40625
10007814,Computer  Science  with  Visual  Computing  with  a  Year  of  Study  Abroad,22000,161.40625
10007814,Conservation  of  Objects  in  Museums  and  Archaeology,18000,124.0
10007814,Conservation  of  Objects  in  Museums  and  Archaeology,18000,124.0
10007814,Criminology,18000,162.5
10007814,Dental  Surgery,31000,179.75
10007814,Dental  Surgery,31000,186.3846153846154
10007814,Dental  Therapy  and  Dental  Hygiene,31000,144
10007814,Diagnostic  Radiography  and  Imaging,22000,140.0
10007814,Economics,23000,149.625
10007814,Economics  and  Finance,24000,153.0
10007814,Economics  with  a  European  Language  (French),23000,150.92307692307693
10007814,Economics  with  a  European  Language  (German),23000,150.92307692307693
10007814,Economics  with  a  European  Language  (Spanish),23000,150.92307692307693
10007814,Economics  with  a  Professional  Placement  Year,23000,150.92307692307693
10007814,Education,16000,138.71428571428572
10007814,Electrical  and  Electronic  Engineering,25000,139.25
10007814,Electrical  and  Electronic  Engineering,25000,140.5
10007814,Electrical  and  Electronic  Engineering,25000,169.0
10007814,Electrical  and  Electronic  Engineering,25000,149.0
10007814,English  Language,17000,138.55555555555554
10007814,English  Language  and  Literature,17000,150.0
10007814,English  Literature,17000,151.5
10007814,English  Literature  and  Creative  Writing,17000,149.2941176470588
10007814,English  Literature  and  Philosophy,18000,155.25
10007814,Environmental  Geography,18000,140.75
10007814,Environmental  Geography  (MESci),18000,140.75
10007814,Environmental  Geography  (Rhyngwladol),18000,140.75
10007814,Environmental  Geoscience,18000,136.88888888888889
10007814,Environmental  Geoscience,18000,135.5
10007814,Environmental  Geoscience,18000,136.88888888888889
10007814,Environmental  Geoscience  (International),18000,136.88888888888889
10007814,Exploration  and  Resource  Geology,18000,137.0
10007814,Exploration  and  Resource  Geology,18000,136.88888888888889
10007814,Exploration  and  Resource  Geology,18000,138.0
10007814,Exploration  and  Resource  Geology  (International),18000,136.88888888888889
10007814,Financial  Mathematics  with  A  Year  of  Study  Abroad,21000,163.75
10007814,French,20000,151.5
10007814,Geography  (Human),20000,155.25
10007814,Geography  (Human)  and  Planning,22000,154.0
10007814,Geology,18000,136.88888888888889
10007814,Geology,18000,133.0
10007814,Geology  (International),18000,136.88888888888889
10007814,German,20000,122.71428571428571
10007814,History,17000,155.08695652173913
10007814,History,17000,149.625
10007814,History  with  Welsh  History,17000,149.625
10007814,History  with  Welsh  History,17000,149.625
10007814,Human  and  Social  Sciences,18000,128
10007814,In  Urban  Planning  and  Development,23000,146.5
10007814,In  Urban  Planning  and  Development,23000,146.5
10007814,Integrated  Engineering,26000,166.0
10007814,Integrated  Engineering,26000,166.0
10007814,Integrated  Engineering,26000,166.0
10007814,Integrated  Engineering,26000,166.0
10007814,Integrated  Engineering  with  Year  in  Europe  (France),26000,166.0
10007814,Integrated  Engineering  with  Year  in  Europe  (Germany),26000,166.0
10007814,Integrated  Engineering  with  Year  in  Europe  (Spain),26000,166.0
10007814,International  Relations,19000,141.5
10007814,International  Relations  and  Politics,19000,138.0
10007814,International  Relations  and  Politics  (with  a  Language),19000,141.5
10007814,Italian,20000,134.42857142857142
10007814,Journalism  Media  and  English  Literature ",18000,147.0
10007814,Law,17000,162.85714285714286
10007814,Law  and  Criminology,17000,162.04545454545453
10007814,Law  and  French,18000,168.57142857142858
10007814,Marine  Geography,18000,128
10007814,Marine  Geography,18000,140.75
10007814,Marine  Geography,18000,130.14285714285714
10007814,Marine  Geography  (International),18000,140.75
10007814,Master  of  Mathematics  Operational  Research  and  Statistics,21000,163.75
10007814,Master  of  Mathematics  Operational  Research  and  Statistics  with  a  Year  of  Study  Abroad  (MMORS),21000,163.75
10007814,Mathematics,21000,160
10007814,Mathematics,21000,163.75
10007814,Mathematics,21000,156.6315789473684
10007814,Mathematics,21000,163.75
10007814,Mathematics  Operational  Research  and  Statistics,21000,156.5
10007814,Mechanical  Engineering,25000,169.0
10007814,Mechanical  Engineering,25000,128
10007814,Mechanical  Engineering,25000,170.0
10007814,Mechanical  Engineering,25000,154.71428571428572
10007814,Mechanical  Engineering  with  Year  in  Europe  (France),25000,165.45454545454547
10007814,Mechanical  Engineering  with  Year  in  Europe  (Germany),25000,165.45454545454547
10007814,Mechanical  Engineering  with  Year  in  Europe  (Spain),25000,165.45454545454547
10007814,Medical  Engineering,25000,149.0
10007814,Medical  Engineering,25000,149.0
10007814,Medical  Engineering,25000,160
10007814,Medical  Pharmacology  Science  Route,19000,179.0
10007814,Medicine,30000,199.0
10007814,Medicine,30000,199.0
10007814,Medicine  (4  year),30000,199.0
10007814,Midwifery,22000,166.66666666666666
10007814,Modern  Chinese,18000,155.25
10007814,Modern  Languages  and  Translation,18000,123.25
10007814,Music,17000,160
10007814,Music,17000,186.0
10007814,Music,17000,185.47368421052633
10007814,Music,17000,185.47368421052633
10007814,Neuroscience,22000,164.77272727272728
10007814,Neuroscience,22000,164.77272727272728
10007814,Neuroscience,22000,164.77272727272728
10007814,Neuroscience  with  Preliminary  Year  and  Professional  Training  Year,22000,164.77272727272728
10007814,Neuroscience  with  Professional  Training  Year,22000,164.77272727272728
10007814,Neuroscience  with  Professional  Training  Year,22000,164.77272727272728
10007814,Nursing  (Adult),22000,149.0
10007814,Nursing  (Child),22000,154.71428571428572
10007814,Nursing  (Mental  Health),22000,128
10007814,Occupational  Therapy,22000,168.57142857142858
10007814,Operating  Department  Practice,22000,151.5
10007814,Optometry,15000,165.2941176470588
10007814,Optometry,15000,131.33333333333334
10007814,Pharmacy,19000,163.21428571428572
10007814,Philosophy,18000,131.0
10007814,Physics,23000,139.25
10007814,Physics,23000,144.88235294117646
10007814,Physics,23000,144.88235294117646
10007814,Physics,23000,153.0
10007814,Physics  with  Astronomy,23000,144.88235294117646
10007814,Physics  with  Astronomy,23000,144.88235294117646
10007814,Physics  with  Astronomy,23000,144.88235294117646
10007814,Physics  with  Astronomy,23000,144.88235294117646
10007814,Physics  with  Medical  Physics,23000,144
10007814,Physiotherapy,22000,164.77272727272728
10007814,Politics,19000,137.0
10007814,Politics  (Cardiff)Diplome  from  IEP  (Bordeaux),19000,141.5
10007814,Portuguese  and  Spanish,20000,139.25
10007814,Psychology,18000,166.8181818181818
10007814,Psychology,18000,163.88888888888889
10007814,Radiotherapy  and  Oncology,22000,138.71428571428572
10007814,Religion  and  Theology,18000,135.5
10007814,Religion  and  Theology  with  Year  of  Study  Abroad,18000,135.5
10007814,Social  Analytics,18000,128
10007814,Social  Science,18000,131.75
10007814,Sociology,18000,144.75
10007814,Spanish,20000,124.85714285714286
10007814,Theoretical  and  Computational  Physics,23000,144.88235294117646
10007814,Translation,18000,123.25
10007814,Welsh,20000,167.5
10007141,Accounting,18000,120.57142857142857
10007141,Accounting,18000,120.57142857142857
10007141,Accounting  &  Financial  Studies,18000,122.71428571428571
10007141,Accounting  &  Financial  Studies,18000,122.71428571428571
10007141,Accounting  and  Finance,18000,123.66666666666667
10007141,Accounting  and  Financial  Management,18000,135.5
10007141,Accounting  and  Financial  Management,18000,135.5
10007141,Acting,16000,156.0
10007141,Advertising,17000,129.5
10007141,Advertising,17000,129.5
10007141,Advertising  and  Marketing  Communications,18000,106.0
10007141,Advertising  and  Marketing  Communications,18000,106.0
10007141,Aerospace  Engineering,25000,99.75
10007141,Aerospace  Engineering,25000,99.75
10007141,Aerospace  Engineering,25000,99.75
10007141,Aerospace  Engineering,25000,99.75
10007141,Animation,16000,131.75
10007141,Animation,16000,131.75
10007141,Arabic  for  International  Business,17000,116.44444444444444
10007141,Archaeology,18000,104.57142857142857
10007141,Archaeology,18000,104.57142857142857
10007141,Archaeology,18000,104.57142857142857
10007141,Archaeology,18000,104.57142857142857
10007141,Architectural  Technology,18000,90.0
10007141,Architectural  Technology,29000,0
10007141,Architectural  Technology,18000,90.0
10007141,Architectural  Technology,29000,0
10007141,Architecture  Part  1,18000,151.5
10007141,Architecture  Part  1,18000,151.5
10007141,Architecture  Part  II,18000,90.0
10007141,Asia  Pacific  Studies,17000,121.375
10007141,Asia  Pacific  Studies  (Chinese),17000,121.375
10007141,Asia  Pacific  Studies  (Japanese),17000,121.375
10007141,Asia  Pacific  Studies  (Korean),17000,121.375
10007141,Asia  Pacific  Studies  (Russian),17000,121.375
10007141,Astrophysics,20000,112
10007141,Astrophysics,20000,99.75
10007141,Astrophysics,20000,112
10007141,Astrophysics,20000,99.75
10007141,Biology,17000,108.11538461538461
10007141,Biology,17000,108.11538461538461
10007141,Biomedical  Science,17000,147.75
10007141,Biomedical  Science,17000,147.75
10007141,British  Sign  Language  &  Deaf  Studies,17000,123.25
10007141,British  Sign  Language  and  Deaf  Studies,17000,123.25
10007141,Building  Services  and  Sustainable  Engineering,24000,108.0
10007141,Building  Services  and  Sustainable  Engineering,24000,108.0
10007141,Building  Services  and  Sustainable  Engineering,30000,0
10007141,Building  Services  and  Sustainable  Engineering,30000,0
10007141,Building  Surveying,24000,128
10007141,Building  Surveying,24000,128
10007141,Building  Surveying,30000,0
10007141,Building  Surveying,30000,0
10007141,Business  &  Management,19000,124.0
10007141,Business  &  Marketing,19000,122.71428571428571
10007141,Business  Administration,19000,116.5
10007141,Business  Administration,19000,116.5
10007141,Business  and  Management,19000,124.0
